description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
armour -> + 3 sockets  (2%)	1	1		100	16	361	500		2	"tors,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		3	3	corruptnum	100		1001	1001																																																																					0
	0																																																																																																							0
armour -> + 1 sockets  (18%)	1	1		100	16	361	430		2	"helm,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		1	1	corruptnum	100		1001	1001																																																																					0
armour -> + 2 sockets  (5%)	1	1		100	16	361	480		2	"helm,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		2	2	corruptnum	100		1001	1001																																																																					0
armour -> + 3 sockets  (2%)	1	1		100	16	361	500		2	"helm,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		3	3	corruptnum	100		1001	1001																																																																					0
	0																																																																																																							0
armour -> + 1 sockets  (18%)	1	1		100	16	361	430		2	"shld,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		1	1	corruptnum	100		1001	1001																																																																					0
armour -> + 2 sockets  (5%)	1	1		100	16	361	480		2	"shld,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		2	2	corruptnum	100		1001	1001																																																																					0
armour -> + 3 sockets  (2%)	1	1		100	16	361	500		2	"shld,nos"	"wss,qty=1"						useitem			100	corrupt	100		32	32	sock	100		3	3	corruptnum	100		1001	1001																																																																					0
	0																																																																																																							0
ring -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"ring"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
	0																																																																																																							0
amulet -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"amul"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
	0																																																																																																							0
quiver -> destroyed (rare) (25%)	1	3		100	16	361	250		2	"misl"	"wss,qty=1"						"usetype,rar"			100																																																																																				0
																																																																																																								0
anni-> destroyed (rare) (20%)	1	1		100	16	361	200		2	"Annihilus"	"cwss,qty=1"						"cm1,mag"			100	corrupt	100		1	1	corruptnum	100		1001	1001	dye	100		10	10																																																																					0
																																																																																																								0
ANNIHILUS	0																																																																																																							0
item -> added mod 1	1	1		100	16	361	400		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		27	27	corruptnum	100		1001	1001	allskills	100		1	1	dye	100		10	10																																																																0
item -> added mod 2	1	1		100	16	361	600		2	"Annihilus"	"cwss,qty=1"						useitem			100	corrupt	100		90	90	corruptnum	100		1001	1001	vit	100		20	25	enr	100		10	15	dye	100		10	10																																																											0
